day;time;aircraft; type;flight number;runway;gate;arrival or departure
25;11:15;Cargo;MAD;BAW308;07R;298;departure
25;11:30;Private Jet;BKK;SIA126;07R;16;arrival
25;12:00;Airliner;HKG;DLH586;07L;309;departure
25;12:15;Military;ORD;UAE817;07R;43;arrival
25;12:30;Cargo;SIN;CPA926;07L;307;departure
25;12:45;Airliner;LHR;IBE735;25R;1;arrival
25;13:30;Cargo;ORD;IBE671;25R;205;departure
25;13:45;Private Jet;DXB;KLM473;25L;145;arrival
25;14:15;Regional Jet;ORD;BAW978;07R;147;departure
25;14:45;Private Jet;ATL;QTR935;25R;33;arrival
25;15:00;Private Jet;ORD;IBE830;07L;234;departure
25;15:15;Private Jet;AMS;BAW783;25R;5;arrival
25;15:30;Airliner;MAD;QTR592;25L;164;departure
25;15:45;Airliner;DOH;CPA200;07R;303;arrival
25;16:00;Cargo;JFK;AFR818;25R;356;departure
25;16:30;Cargo;AMS;AFR212;07R;88;arrival
25;16:45;Military;JFK;AFR612;25L;128;departure
25;17:00;Cargo;AMS;AFR589;07L;327;arrival
25;17:15;Military;JFK;DLH858;07L;44;departure
25;17:30;Private Jet;JFK;CPA250;25R;144;arrival
25;17:45;Regional Jet;IST;DLH797;25R;70;departure
25;18:00;Airliner;DOH;DLH190;07R;359;arrival
25;18:15;Military;MAD;AFR570;07R;166;departure
25;18:45;Cargo;LHR;QTR165;25L;328;arrival
25;19:15;Regional Jet;AMS;CPA742;07L;81;departure
25;19:30;Airliner;LAX;THY793;07L;141;arrival
25;19:45;Private Jet;LHR;DLH807;25R;134;departure
25;20:30;Private Jet;LAX;BAW245;07R;116;arrival
25;20:45;Military;FRA;AFR596;25R;284;departure
25;21:00;Military;LAX;SIA856;25R;350;arrival
25;21:15;Cargo;CDG;IBE496;07L;6;departure
25;21:30;Airliner;IST;KLM889;07L;93;arrival
25;21:45;Airliner;HKG;SIA822;25R;97;departure
25;22:00;Private Jet;CDG;DLH588;25L;43;arrival
25;22:30;Private Jet;DXB;SIA247;07L;239;departure
25;23:00;Airliner;SIN;DLH243;07L;310;arrival
25;23:15;Cargo;CDG;QTR257;25L;111;departure
26;04:00;Military;SIN;AFR698;07R;72;arrival
26;04:15;Regional Jet;MAD;DLH135;25L;63;departure
26;05:15;Military;LAX;CPA451;07L;348;arrival
26;05:30;Airliner;HKG;AAL642;07R;325;departure
26;06:00;Military;DOH;BAW639;25R;141;arrival
26;06:15;Airliner;HKG;QTR473;07L;323;departure
26;06:30;Regional Jet;JFK;AFR811;07L;116;arrival
26;06:45;Regional Jet;SIN;AFR232;07R;236;departure
26;07:30;Military;FRA;BAW504;25R;83;arrival
26;07:45;Regional Jet;DOH;KLM778;25L;229;departure
26;08:00;Cargo;LHR;AFR340;07R;275;arrival
26;08:15;Airliner;SIN;DLH170;07R;259;departure
26;08:30;Airliner;MAD;THY984;25L;98;arrival
26;08:45;Private Jet;MAD;UAE291;07L;52;departure
26;09:15;Airliner;LAX;IBE874;07R;248;arrival
26;09:30;Cargo;LAX;DLH322;25L;234;departure
26;10:00;Private Jet;MAD;KLM268;25R;241;arrival
26;10:30;Airliner;AMS;SIA248;07L;200;departure
26;10:45;Military;LAX;QTR799;25L;179;arrival
26;11:00;Airliner;LAX;THY869;07L;114;departure
26;11:15;Private Jet;AMS;QTR218;07L;293;arrival
26;11:30;Regional Jet;DXB;UAE658;07R;146;departure
26;11:45;Airliner;MAD;IBE755;25R;45;arrival
26;12:00;Military;DXB;BAW178;25L;355;departure
26;12:15;Private Jet;LAX;CPA889;25L;353;arrival
26;12:30;Military;CDG;THY676;25L;315;departure
26;12:45;Private Jet;DXB;QTR940;25R;77;arrival
26;13:15;Private Jet;HKG;IBE571;07R;188;departure
26;13:30;Regional Jet;BKK;KLM736;25L;104;arrival
26;13:45;Private Jet;DOH;DLH247;25R;265;departure
26;14:00;Cargo;DXB;DLH528;07R;321;arrival
26;14:15;Military;SIN;AFR474;07R;333;departure
26;14:45;Private Jet;HKG;KLM264;07R;49;arrival
26;15:00;Cargo;JFK;THY974;25L;296;departure
26;15:15;Private Jet;BKK;UAE501;07L;349;arrival
26;15:30;Airliner;SIN;AAL326;07L;259;departure
26;15:45;Military;HKG;AAL232;25L;330;arrival
26;16:00;Regional Jet;AMS;AAL136;25R;328;departure
26;16:30;Cargo;IST;BAW994;07L;244;arrival
26;16:45;Airliner;ORD;UAE739;07R;100;departure
26;17:30;Private Jet;SIN;UAE890;07L;169;arrival
26;17:45;Airliner;HKG;AAL227;25L;292;departure
26;18:00;Cargo;IST;AFR832;07L;153;arrival
26;18:15;Cargo;SIN;QTR142;07L;38;departure
26;19:00;Military;BKK;QTR764;07R;340;arrival
26;19:15;Private Jet;BKK;DLH935;25L;217;departure
26;19:45;Regional Jet;ATL;BAW404;07R;149;arrival
26;20:00;Military;ORD;UAE219;07L;145;departure
26;20:15;Private Jet;AMS;AAL927;25R;173;arrival
26;20:45;Cargo;BKK;UAE548;07L;274;departure
26;21:00;Military;DXB;IBE557;07R;140;arrival
26;21:15;Cargo;MAD;QTR413;07L;113;departure
26;21:30;Airliner;MAD;QTR738;25R;68;arrival
26;21:45;Airliner;DOH;AAL242;25L;130;departure
26;22:00;Private Jet;LHR;AFR660;25R;279;arrival
26;22:15;Private Jet;HKG;SIA679;07R;285;departure
26;22:30;Cargo;ATL;AAL973;25L;64;arrival
26;22:45;Military;CDG;IBE245;25L;14;departure
26;23:00;Regional Jet;LHR;QTR873;25R;50;arrival
26;23:15;Military;HKG;KLM362;25L;116;departure
27;04:00;Regional Jet;ORD;THY197;07R;295;arrival
27;04:15;Cargo;MAD;UAE743;25L;234;departure
27;04:30;Regional Jet;IST;AFR131;25L;261;arrival
27;04:45;Private Jet;CDG;AAL130;25R;139;departure
27;05:15;Regional Jet;IST;BAW829;25R;355;arrival
27;05:30;Airliner;FRA;KLM369;25L;195;departure
27;05:45;Military;LHR;QTR638;07R;32;arrival
27;06:00;Regional Jet;DOH;QTR758;07L;286;departure
27;06:15;Military;LHR;AAL482;25R;295;arrival
27;06:30;Airliner;ORD;QTR850;07R;169;departure
27;06:45;Airliner;BKK;THY654;07R;70;arrival
27;07:15;Cargo;IST;CPA228;07R;51;departure
27;07:30;Military;AMS;THY488;25R;245;arrival
27;07:45;Cargo;BKK;AFR674;25R;106;departure
27;08:00;Cargo;CDG;THY581;07R;53;arrival
27;08:15;Airliner;SIN;DLH914;25L;161;departure
27;09:15;Military;DXB;THY607;07R;228;arrival
27;09:30;Private Jet;JFK;UAE437;25L;211;departure
27;09:45;Airliner;BKK;IBE109;25R;283;arrival
27;10:15;Airliner;FRA;THY614;25L;198;departure
27;11:15;Private Jet;DOH;UAE100;25L;7;arrival
27;11:30;Private Jet;HKG;THY119;25L;282;departure
27;11:45;Cargo;SIN;AAL306;25R;56;arrival
27;12:15;Regional Jet;LHR;AFR462;25R;103;departure
27;12:30;Regional Jet;IST;THY566;25L;317;arrival
27;13:15;Military;CDG;AFR550;25R;70;departure
27;13:30;Private Jet;LAX;QTR838;07R;187;arrival
27;13:45;Airliner;LHR;AAL343;07R;87;departure
27;14:00;Airliner;FRA;QTR495;25R;65;arrival
27;14:30;Cargo;DOH;UAE262;25L;170;departure
27;15:00;Cargo;DXB;IBE527;25L;181;arrival
27;15:15;Regional Jet;HKG;IBE733;25R;21;departure
27;15:45;Airliner;AMS;AFR314;25L;14;arrival
27;16:00;Military;FRA;UAE775;07R;98;departure
27;16:30;Airliner;DOH;SIA281;25L;280;arrival
27;16:45;Airliner;LHR;CPA262;25R;158;departure
27;17:00;Private Jet;MAD;CPA474;25L;154;arrival
27;17:15;Airliner;DOH;QTR821;25L;53;departure
27;17:30;Private Jet;JFK;KLM492;07L;314;arrival
27;17:45;Cargo;AMS;IBE298;25L;233;departure
27;18:15;Military;ORD;THY894;25R;158;arrival
27;18:30;Airliner;IST;AAL551;25R;43;departure
27;19:00;Military;BKK;BAW618;25L;177;arrival
27;19:15;Airliner;IST;QTR115;25R;292;departure
27;19:30;Cargo;DOH;BAW543;25R;43;arrival
27;19:45;Military;ATL;SIA839;25R;78;departure
27;20:00;Private Jet;LAX;KLM410;07R;25;arrival
27;20:15;Private Jet;JFK;AFR820;25R;240;departure
27;20:30;Cargo;LHR;IBE215;07R;142;arrival
27;20:45;Airliner;IST;QTR493;07L;347;departure
27;21:15;Military;DOH;IBE854;25L;222;arrival
27;21:45;Cargo;IST;BAW109;07L;280;departure
27;22:00;Private Jet;HKG;QTR298;25L;120;arrival
27;22:15;Regional Jet;LAX;IBE221;25R;49;departure
27;22:30;Cargo;ATL;THY843;25R;237;arrival
27;22:45;Regional Jet;DXB;BAW513;25L;265;departure
27;23:00;Private Jet;AMS;AFR124;25L;345;arrival
27;23:15;Cargo;LHR;THY680;25L;134;departure
27;23:30;Private Jet;AMS;CPA761;25L;289;arrival
27;23:45;Military;MAD;CPA406;07L;179;departure
28;04:15;Private Jet;HKG;KLM994;07R;360;arrival
28;05:00;Private Jet;MAD;IBE332;25R;187;departure
28;05:30;Airliner;DXB;UAE652;25R;255;arrival
28;05:45;Military;DXB;CPA803;07R;280;departure
28;06:00;Regional Jet;MAD;AAL883;07R;1;arrival
28;06:15;Regional Jet;LAX;DLH508;07L;305;departure
28;06:30;Military;DOH;BAW785;25R;17;arrival
28;06:45;Cargo;JFK;UAE781;25R;309;departure
28;07:15;Private Jet;ORD;THY717;25L;106;arrival
28;07:45;Military;ATL;SIA105;07R;64;departure
28;08:15;Airliner;JFK;AFR433;07R;299;arrival
28;08:30;Military;DXB;CPA817;25L;215;departure
28;08:45;Airliner;CDG;QTR914;25R;2;arrival
28;09:00;Military;ORD;QTR457;25R;14;departure
28;09:15;Regional Jet;ORD;QTR222;25L;85;arrival
28;10:15;Cargo;ORD;QTR186;07R;227;departure
28;10:30;Cargo;HKG;SIA197;25R;4;arrival
28;10:45;Cargo;HKG;BAW731;25L;17;departure
28;11:00;Regional Jet;DXB;SIA333;07L;245;arrival
28;11:15;Cargo;DOH;AFR229;07L;1;departure
28;11:45;Military;AMS;DLH776;25L;309;arrival
28;12:00;Military;ATL;QTR784;07L;135;departure
28;12:30;Regional Jet;AMS;AFR952;25R;322;arrival
28;12:45;Cargo;MAD;BAW958;07R;113;departure
28;13:00;Private Jet;ORD;UAE524;25R;170;arrival
28;13:15;Regional Jet;AMS;CPA185;25L;333;departure
28;13:45;Private Jet;AMS;AAL400;25R;333;arrival
28;14:00;Military;DOH;AFR645;25R;291;departure
28;14:15;Cargo;LAX;QTR587;25L;148;arrival
28;14:45;Private Jet;JFK;QTR794;07L;24;departure
28;15:15;Airliner;ORD;IBE706;25R;108;arrival
28;15:30;Military;AMS;THY841;25L;71;departure
28;15:45;Cargo;LAX;BAW295;07R;219;arrival
28;16:15;Military;LAX;CPA184;25R;310;departure
28;16:30;Cargo;AMS;DLH909;25R;106;arrival
28;16:45;Regional Jet;MAD;AFR952;25R;100;departure
28;17:00;Cargo;MAD;UAE543;07R;131;arrival
28;17:15;Private Jet;AMS;CPA929;07L;263;departure
28;17:30;Cargo;MAD;KLM801;07R;64;arrival
28;18:15;Military;CDG;BAW895;07L;193;departure
28;18:45;Regional Jet;DXB;QTR604;25L;319;arrival
28;19:00;Military;MAD;SIA581;25L;159;departure
28;19:15;Airliner;SIN;SIA259;07R;100;arrival
28;19:30;Regional Jet;CDG;THY117;07R;240;departure
28;19:45;Airliner;LHR;IBE693;07R;357;arrival
28;20:00;Airliner;JFK;SIA947;07L;121;departure
28;20:15;Regional Jet;SIN;KLM328;25L;189;arrival
28;20:30;Cargo;LHR;QTR599;07L;342;departure
28;20:45;Regional Jet;IST;UAE635;07R;237;arrival
28;21:00;Airliner;HKG;CPA971;07R;164;departure
28;21:30;Private Jet;CDG;IBE805;07R;173;arrival
28;21:45;Airliner;DXB;AFR610;25R;347;departure
28;22:00;Regional Jet;LAX;KLM637;07R;32;arrival
28;22:15;Private Jet;IST;CPA500;25R;53;departure
28;22:30;Regional Jet;BKK;DLH751;07R;247;arrival
28;22:45;Military;DXB;DLH401;07R;46;departure
28;23:00;Airliner;DOH;IBE130;25R;146;arrival
28;23:15;Regional Jet;AMS;DLH816;25L;122;departure
28;23:30;Cargo;DOH;AAL741;07R;37;arrival
28;23:45;Military;IST;KLM157;07L;91;departure
29;04:15;Private Jet;SIN;SIA876;25R;14;arrival
29;04:30;Airliner;FRA;AAL107;07L;260;departure
29;05:15;Cargo;ATL;IBE601;25L;297;arrival
29;05:45;Airliner;JFK;CPA129;07R;190;departure
29;06:00;Regional Jet;ORD;IBE830;25L;110;arrival
29;06:15;Military;JFK;DLH100;25R;77;departure
29;06:30;Cargo;BKK;THY956;07R;5;arrival
29;07:00;Military;DOH;IBE662;07L;33;departure
29;07:15;Private Jet;ATL;AAL229;25L;148;arrival
29;07:30;Private Jet;LAX;AAL592;07L;181;departure
29;07:45;Regional Jet;BKK;AFR609;07L;100;arrival
29;08:15;Cargo;LAX;AAL404;25R;142;departure
29;08:30;Private Jet;JFK;IBE947;07L;84;arrival
29;08:45;Private Jet;JFK;THY941;25L;150;departure
29;09:15;Military;MAD;AFR613;07L;214;arrival
29;09:30;Cargo;MAD;KLM730;07L;160;departure
29;09:45;Airliner;HKG;SIA587;25R;149;arrival
29;10:00;Military;ATL;UAE737;07R;105;departure
29;10:15;Cargo;DXB;AAL512;07L;163;arrival
29;10:30;Cargo;JFK;KLM348;25L;23;departure
29;10:45;Private Jet;LAX;AAL577;07R;147;arrival
29;11:15;Regional Jet;HKG;CPA704;25L;353;departure
29;11:30;Airliner;LHR;SIA127;25R;275;arrival
29;11:45;Military;DXB;KLM317;07R;161;departure
29;12:00;Cargo;DXB;CPA827;07L;131;arrival
29;12:15;Cargo;SIN;DLH925;25L;331;departure
29;12:45;Airliner;FRA;IBE545;07L;341;arrival
29;13:15;Military;CDG;AFR259;07L;327;departure
29;13:30;Airliner;MAD;UAE844;07L;229;arrival
29;13:45;Military;ORD;KLM873;25R;350;departure
29;14:00;Private Jet;FRA;KLM323;25R;341;arrival
29;14:15;Private Jet;SIN;QTR438;07R;312;departure
29;14:30;Military;JFK;IBE102;07L;352;arrival
29;15:00;Private Jet;HKG;KLM416;07R;155;departure
29;15:15;Military;BKK;AAL878;25L;88;arrival
29;16:15;Private Jet;ATL;DLH234;07R;73;departure
29;16:30;Airliner;ATL;AFR487;25L;88;arrival
29;17:00;Private Jet;ATL;DLH901;07L;96;departure
29;17:15;Regional Jet;ATL;THY517;07R;93;arrival
29;17:45;Cargo;JFK;BAW242;25L;254;departure
29;18:00;Regional Jet;DOH;DLH668;25L;72;arrival
29;18:15;Airliner;MAD;BAW897;07L;239;departure
29;18:30;Military;MAD;CPA198;07R;242;arrival
29;18:45;Airliner;LAX;BAW720;25R;104;departure
29;19:00;Cargo;ORD;QTR643;25L;54;arrival
29;19:15;Cargo;DOH;KLM933;07L;229;departure
29;19:30;Airliner;LHR;QTR494;07R;253;arrival
29;19:45;Cargo;DXB;QTR887;25R;17;departure
29;20:00;Cargo;FRA;AFR994;25L;332;arrival
29;20:45;Private Jet;JFK;UAE411;25R;62;departure
29;21:00;Military;HKG;BAW642;25R;129;arrival
29;21:15;Regional Jet;LHR;DLH919;07L;30;departure
29;21:30;Regional Jet;FRA;AFR942;07L;39;arrival
29;22:00;Regional Jet;MAD;UAE724;07L;70;departure
29;22:30;Private Jet;LHR;BAW538;07L;41;arrival
29;22:45;Regional Jet;LHR;CPA573;25R;65;departure
29;23:00;Regional Jet;CDG;QTR343;25L;234;arrival
29;23:15;Military;SIN;KLM899;25R;118;departure
29;23:30;Private Jet;ATL;QTR841;07R;86;arrival
29;23:45;Military;DXB;IBE327;07L;106;departure
30;04:00;Cargo;LHR;THY292;07L;114;arrival
30;04:15;Regional Jet;ATL;UAE953;07R;311;departure
30;04:30;Airliner;DXB;AAL277;25L;211;arrival
30;04:45;Regional Jet;BKK;SIA681;07R;223;departure
30;05:00;Airliner;LAX;UAE618;25L;202;arrival
30;05:30;Private Jet;JFK;AFR308;07R;176;departure
30;06:15;Cargo;DOH;SIA280;25R;351;arrival
30;06:30;Regional Jet;BKK;AAL237;25L;263;departure
30;07:15;Military;LHR;QTR556;07L;5;arrival
30;07:45;Cargo;LHR;UAE665;25R;172;departure
30;08:00;Private Jet;AMS;CPA591;25L;57;arrival
30;08:15;Private Jet;DOH;AFR610;25L;257;departure
30;08:30;Cargo;DOH;QTR531;25L;325;arrival
30;08:45;Private Jet;FRA;AAL836;07L;278;departure
30;09:00;Airliner;AMS;DLH700;07L;10;arrival
30;09:15;Private Jet;IST;SIA413;25L;177;departure
30;09:30;Airliner;AMS;SIA580;25R;266;arrival
30;09:45;Cargo;LHR;CPA249;07L;166;departure
30;10:00;Airliner;HKG;CPA895;25R;224;arrival
30;10:15;Private Jet;SIN;THY324;25L;211;departure
30;10:30;Airliner;FRA;DLH742;25R;177;arrival
30;10:45;Military;DXB;QTR509;07R;181;departure
30;11:00;Cargo;BKK;IBE753;07R;265;arrival
30;11:15;Cargo;LHR;AFR767;07L;23;departure
30;11:45;Regional Jet;DOH;CPA502;25L;159;arrival
30;12:00;Cargo;HKG;BAW234;07R;149;departure
30;12:15;Military;AMS;BAW350;25R;16;arrival
30;12:30;Airliner;CDG;CPA546;07L;278;departure
30;13:30;Cargo;DOH;BAW563;25L;178;arrival
30;14:00;Regional Jet;DXB;KLM610;07R;20;departure
30;14:30;Regional Jet;LHR;AAL588;07R;294;arrival
30;14:45;Cargo;DXB;QTR154;07R;241;departure
30;15:15;Private Jet;SIN;IBE917;25L;80;arrival
30;15:30;Private Jet;HKG;BAW362;07L;119;departure
30;15:45;Private Jet;FRA;AAL462;25R;182;arrival
30;16:15;Airliner;SIN;BAW917;07R;358;departure
30;16:30;Airliner;BKK;IBE261;25R;313;arrival
30;16:45;Regional Jet;FRA;QTR460;07L;274;departure
30;17:00;Cargo;SIN;THY944;07L;131;arrival
30;17:15;Cargo;JFK;IBE289;25R;324;departure
30;17:45;Military;ORD;IBE582;25R;69;arrival
30;18:00;Cargo;LAX;KLM347;07L;359;departure
30;18:15;Private Jet;JFK;BAW549;25R;12;arrival
30;18:30;Airliner;FRA;DLH411;07L;208;departure
30;18:45;Cargo;IST;AAL140;07L;170;arrival
30;19:00;Cargo;ORD;SIA789;07R;161;departure
30;19:15;Cargo;ATL;THY211;25R;243;arrival
30;19:30;Military;LHR;THY808;25L;277;departure
30;20:00;Regional Jet;MAD;AFR526;07R;206;arrival
30;20:15;Regional Jet;SIN;UAE656;07R;177;departure
30;20:30;Private Jet;MAD;DLH872;25L;267;arrival
30;20:45;Private Jet;LAX;CPA800;25R;179;departure
30;21:00;Private Jet;MAD;AFR192;07R;357;arrival
30;21:30;Airliner;DOH;IBE619;25L;176;departure
30;22:30;Private Jet;ORD;CPA947;25R;201;arrival
30;22:45;Regional Jet;CDG;KLM391;07L;139;departure
30;23:00;Cargo;MAD;KLM299;25R;53;arrival
30;23:15;Military;DOH;KLM817;07R;51;departure
30;23:30;Private Jet;AMS;AFR750;07R;304;arrival
30;23:45;Airliner;IST;AAL424;07R;354;departure
